"report_namePKO";"paragraphNumber";"paragraph_ID";"DisarmamentDemobilization";"Reintegration";"ControlSALW";"Demilitarization";"ArmsEmbargo";"CivilianProtection";"HumanRights";"ChildRights";"SexualViolence";"PoliceReform";"MilitaryReform";"Operations_PatrolsInterventions";"Operations_UseOfForce";"JusticeSectorReform";"TransitionalJustice";"PrisonReform";"BorderControl";"Demining";"Resources";"StateAuthority";"StateAdministration";"DemocraticInstitutions";"ElectoralSecurity";"ElectionAssistance";"VoterEducation";"PartyAssistance";"CivilSocietyAssistance";"Media";"PowerSharing";"National_Reconciliation";"LocalReconciliation";"EconomicDevelopment";"HumanitarianRelief";"PublicHealth";"RefugeeAssistance";"Gender";"LegalReform"
"UNPROFOR_S/1995/222_Croatia";8;3073;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";""
"UNPROFOR_S/1995/222_Croatia";6;3072;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/1995/222_Croatia";5;3071;"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/1995/222_Croatia";3;3070;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26828_Croatia";15;3069;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,ProvideSecurity,InternationalActor,MaterialSupport";"";"";"";""
"UNPROFOR_S/26828_Croatia";14;3068;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26828_Croatia";12;3067;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26828_Croatia";10;3066;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26470_Croatia";12;3065;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26470_Croatia";11;3064;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26470_Croatia";9;3063;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26470_Croatia";7;3062;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26470_Macedonia";5;3061;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26470_BiH";4;3060;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";""
"UNPROFOR_S/26470_BiH";3;3059;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ProvideSecurity";"";"";"";""
"UNPROFOR_S/26099_Macedonia";22;3058;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";""
"UNPROFOR_S/26099_Macedonia";19;3057;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";18;3056;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";17;3055;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";16;3054;"";"";"";"";"";"";"";"";"";"Meeting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";15;3053;"";"";"";"";"";"";"";"";"";"Monitor";"";"Implement";"Monitor";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";14;3052;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";13;3051;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";11;3050;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";10;3049;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";9;3048;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";7;3047;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";4;3046;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/26099_Macedonia";3;3045;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25777_Croatia";19;3044;"";"";"";"Implement";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25777_Croatia";15;3043;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25777_Croatia";14;3042;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";""
"UNPROFOR_S/25777_Croatia";13;3041;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25777_Croatia";9;3040;"";"";"";"";"";"Implement,Assist";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_BiH";32;3039;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_Croatia";24;3038;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_BiH";20;3037;"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_BiH";19;3036;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_BiH";18;3035;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ProvideSecurity,InternationalActor";"";"";"";""
"UNPROFOR_S/25264_Croatia";16;3034;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_Croatia";15;3033;"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_Croatia";13;3032;"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/25264_BiH";7;3031;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,Advocate";"";"";"";""
"UNPROFOR_S/24848";51;3030;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_BiH";50;3029;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_BiH";49;3028;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"ProvideSecurity";"";"";"";""
"UNPROFOR_S/24848_Croatia";44;3027;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_BiH";38;3026;"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_BiH";37;3025;"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,ProvideSecurity";"";"";"";"";"";"";"";"";"";"";"";"ProvideSecurity";"";"";"";""
"UNPROFOR_S/24848_BiH";36;3024;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_BiH";31;3023;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";26;3022;"";"";"";"Meeting,Advocate,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";23;3021;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,Advocate";"";"";"Monitor,ProvideSecurity";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";22;3020;"";"";"";"Meeting,Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";20;3019;"";"";"";"";"";"";"";"";"";"";"";"Assist";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Advocate";"";""
"UNPROFOR_S/24848_Croatia";19;3018;"";"";"";"";"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";18;3017;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Assist,ProvideSecurity";"";""
"UNPROFOR_S/24848_Croatia";17;3016;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"InternationalActor,Assist";"";""
"UNPROFOR_S/24848_Croatia";16;3015;"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";15;3014;"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848_Croatia";12;3013;"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24848";3;3012;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/1995/38_Croatia";9;3011;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";34;3010;"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";31;3009;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";29;3008;"";"";"";"Monitor,Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"Advocate";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";28;3007;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,Assist";"";""
"UNPROFOR_S/24600_Croatia";27;3006;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";26;3005;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";25;3004;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"InternationalActor,Assist";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";24;3003;"";"";"";"Meeting,Assist";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";23;3002;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";22;3001;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,Advocate";"";""
"UNPROFOR_S/24600_Croatia";21;3000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";""
"UNPROFOR_S/24600_Croatia";20;2999;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";""
"UNPROFOR_S/24600_Croatia";18;2998;"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";16;2997;"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";15;2996;"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";13;2995;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";7;2994;"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";6;2993;"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";5;2992;"Implement";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";4;2991;"";"";"";"Advocate";"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24600_Croatia";3;2990;"";"";"";"";"";"";"";"";"";"";"";"Implement";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";25;2989;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";23;2988;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";""
"UNPROFOR_S/24353_Croatia";22;2987;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";19;2986;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";16;2985;"";"";"";"";"";"Monitor,Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";15;2984;"";"";"";"";"";"Monitor";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";""
"UNPROFOR_S/24353_Croatia";14;2983;"";"";"";"";"";"Implement";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";12;2982;"";"";"";"Meeting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";11;2981;"";"";"";"Meeting,Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";8;2980;"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";7;2979;"Advocate";"";"";"";"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";6;2978;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"ProvideSecurity";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";5;2977;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24353_Croatia";3;2976;"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24333_BiH";12;2975;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24333_BiH";2;2974;"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24263";17;2973;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MaterialSupport,InternationalActor";"";"";"";""
"UNPROFOR_S/24263";15;2972;"";"";"";"Meeting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24263";13;2971;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24263";9;2970;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24263";7;2969;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24263";6;2968;"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MaterialSupport,InternationalActor";"";"";"";""
"UNPROFOR_S/24188_Croatia";16;2967;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24188_Croatia";9;2966;"";"";"";"Advocate,InternationalActor";"";"";"";"";"";"";"";"";"Meeting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24188_Croatia";8;2965;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24188_Croatia";7;2964;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24100_BiH";30;2963;"";"";"";"Monitor,Meeting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24100_BiH";28;2962;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24100_BiH";22;2961;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24100_Croatia";13;2960;"";"";"";"";"";"";"Monitor,Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24100_Croatia";12;2959;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,Monitor,Advocate";"";""
"UNPROFOR_S/24100_BiH";9;2958;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23900_BiH";26;2957;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/24263";22;2956;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23900_BiH";20;2955;"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";""
"UNPROFOR_S/23900_BiH";10;2954;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";""
"UNPROFOR_S/23900_BiH";9;2953;"";"";"";"";"";"Implement";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Croatia";22;2952;"";"";"";"Meeting,InternationalActor";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_BiH";19;2951;"";"";"";"";"";"MaterialSupport";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";""
"UNPROFOR_S/23844_BiH";18;2950;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Serbia";8;2949;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Serbia";17;2948;"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Advocate";"";""
"UNPROFOR_S/23844_BiH";8;2947;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Croatia";8;2946;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Croatia";13;2945;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Croatia";17;2944;"";"";"";"";"";"Monitor";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNPROFOR_S/23844_Croatia";9;2943;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
